,BIC,LL,LR_down,LR_up,SSE,asymm_LR,best_model,bounded_weights,comb,comb_index,cost_type,feature_names,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,fit_to,gaze,gaze_bias,inv_temp,model_descr,sub_ID,sub_ind
141,-29.308000000000003,22.972,1.548,1.548,1.828,0,True,0,1100,12,SSE,Coop_Greed,1.754,2.513,,,,joint,0,0.0,0.426,Best Motives,8113,342
142,-4.68,10.658,2.917,2.917,2.685,0,True,0,1100,12,SSE,Coop_Greed,10.82,9.561,,,,joint,0,0.0,0.451,Best Motives,8114,343
143,-16.362000000000002,16.499000000000002,0.348,0.348,2.237,0,True,0,1100,12,SSE,Coop_Greed,0.878,3.427,,,,joint,0,0.0,0.374,Best Motives,9001,344
144,-2.511,11.653,1.76,1.76,2.603,0,True,0,1110,14,SSE,Coop_Greed_Risk,2.917,2.922,-0.405,,,joint,0,0.0,0.349,Best Motives,9002,345
145,4.638,5.999,1.262,1.262,3.107,0,True,0,1001,9,SSE,Coop_Nash,1.538,4.207,,,,joint,0,0.0,0.32,Best Motives,9003,346
146,-103.921,62.358,0.302,0.302,0.534,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.113,0.894,0.078,,,joint,0,0.0,0.35,Best Motives,9004,347
147,-26.283,21.459,1.307,1.307,1.916,0,True,0,1100,12,SSE,Coop_Greed,1.995,1.505,,,,joint,0,0.0,0.6759999999999999,Best Motives,9005,348
148,10.979,4.908,1.37,1.37,3.214,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.986,6.184,-1.913,,,joint,0,0.0,0.336,Best Motives,9006,349
149,23.229,-3.297,0.5820000000000001,0.5820000000000001,4.1530000000000005,0,True,0,1100,12,SSE,Coop_Greed,2.025,1.892,,,,joint,0,0.0,0.388,Best Motives,9007,350
150,-7.0870000000000015,11.861,0.695,0.695,2.5860000000000003,0,True,0,1001,9,SSE,Coop_Nash,0.242,3.365,,,,joint,0,0.0,0.387,Best Motives,9008,351
151,35.306,-7.256,1.308,1.308,4.7010000000000005,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.003,2.225,-0.08800000000000001,,,joint,0,0.0,0.515,Best Motives,9009,352
152,-20.73,22.841,0.897,0.897,1.835,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.305,1.757,0.113,1.77,,joint,0,0.0,0.515,Best Motives,9010,353
0,7.979,10.566,1.845,1.845,2.693,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,7.247000000000001,-0.336,-5.424,-3.238,-8.78,joint,0,0.0,0.231,Game Types,6001,201
1,85.46600000000002,-28.177,0.177,0.177,9.038,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-1.973,3.469,2.003,1.482,0.5589999999999999,joint,0,0.0,1.704,Game Types,6002,202
2,14.102,7.505,1.176,1.176,2.964,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.479,3.926,3.031,0.131,1.1,joint,0,0.0,0.728,Game Types,6003,203
3,41.195,-6.042000000000002,0.769,0.769,4.519,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.885,2.424,4.072,-1.746,-1.286,joint,0,0.0,2.065,Game Types,6004,204
4,12.787,8.162,3.187,3.187,2.903,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.86,-2.402,-7.287000000000001,-6.377999999999999,-15.988,joint,0,0.0,0.557,Game Types,6005,205
5,6.355,11.379,1.011,1.011,2.6260000000000003,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.634,0.848,-3.201,0.29600000000000004,-4.0360000000000005,joint,0,0.0,0.271,Game Types,6006,206
6,53.832,-12.36,1.7009999999999998,1.7009999999999998,5.502000000000002,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-4.218,4.992,5.135,-3.387,-9.847,joint,0,0.0,2.8,Game Types,7001,207
7,-6.261,17.686,1.155,1.155,2.156,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,7.495,-3.073,1.846,-8.03,-6.559,joint,0,0.0,0.965,Game Types,7002,208
8,61.625,-16.257,6.19,6.19,6.227,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.757,11.804,15.076,-8.173,-3.024,joint,0,0.0,0.17,Game Types,7003,209
9,0.428,14.342,1.327,1.327,2.393,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.772,-3.248,-1.171,-5.374,-4.505,joint,0,0.0,0.593,Game Types,7005,210
10,38.182,-4.535,1.599,1.599,4.3180000000000005,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.428,-0.243,2.261,1.097,0.241,joint,0,0.0,0.4270000000000001,Game Types,7006,211
11,-5.566,17.339000000000002,1.33,1.33,2.1790000000000003,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.377,1.565,3.333,-2.4930000000000003,-0.524,joint,0,0.0,0.5429999999999999,Game Types,7007,212
12,-4.208,16.66,1.245,1.245,2.226,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.575,4.563,3.7,1.828,0.513,joint,0,0.0,0.624,Game Types,7008,213
13,27.679,0.716,2.192,2.192,3.664,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.506,3.225,5.943,-0.393,0.182,joint,0,0.0,0.149,Game Types,7009,214
14,42.347,-6.617000000000001,0.892,0.892,4.607,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.714,1.849,-0.8109999999999999,-3.367,-5.034,joint,0,0.0,0.604,Game Types,7010,215
15,53.688,-12.288,0.8290000000000001,0.8290000000000001,5.501,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.279,1.6469999999999998,2.7910000000000004,0.892,1.071,joint,0,0.0,1.146,Game Types,7011,216
16,13.775,7.667999999999998,1.592,1.592,2.948,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.8059999999999999,6.238,6.7860000000000005,-2.825,0.11,joint,0,0.0,0.115,Game Types,7012,217
17,-23.966,26.539,0.76,0.76,1.631,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.986,1.6230000000000002,3.691,-5.204,-4.4430000000000005,joint,0,0.0,1.219,Game Types,7013,218
18,28.971,0.071,2.769,2.769,3.739,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.051,5.0539999999999985,5.67,-0.079,-0.475,joint,0,0.0,0.535,Game Types,7014,219
19,43.153,-7.021,0.35100000000000003,0.35100000000000003,4.666,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.277,-0.321,-0.489,-1.6780000000000002,-1.347,joint,0,0.0,2.405,Game Types,7015,220
20,23.109,3.0010000000000003,3.575,3.575,3.412,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.2010000000000005,9.647,14.844,-6.277,-4.277,joint,0,0.0,0.207,Game Types,7016,221
21,-23.656,26.384,1.148,1.148,1.639,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.996,0.947,0.21600000000000005,-2.337,-1.548,joint,0,0.0,0.631,Game Types,7017,222
22,27.327,0.893,1.412,1.412,3.644,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.268,2.531,-4.715,-4.503,-9.223,joint,0,0.0,0.644,Game Types,7018,223
23,34.154,-2.521,0.607,0.607,4.0539999999999985,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.954,2.5810000000000004,2.67,-2.063,-0.584,joint,0,0.0,0.501,Game Types,7019,224
24,-10.477,19.795,2.67,2.67,2.019,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.775,2.698,5.99,-0.42,-0.69,joint,0,0.0,0.622,Game Types,7021,225
25,-20.524,24.818,0.825,0.825,1.725,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.85,2.785,3.648,1.509,1.527,joint,0,0.0,1.025,Game Types,7022,226
26,55.559,-13.223,0.272,0.272,5.664,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.281,2.185,0.019,-2.866,-2.365,joint,0,0.0,0.122,Game Types,7023,227
27,-2.419,15.765999999999998,4.049,4.049,2.289,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.289,0.931,3.324,-9.479,-3.091,joint,0,0.0,0.228,Game Types,7024,228
28,10.537,9.288,0.7490000000000001,0.7490000000000001,2.803,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.907,1.159,2.47,-2.52,-1.416,joint,0,0.0,0.669,Game Types,7025,229
29,85.389,-28.138,1.959,1.959,9.028,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.586,1.33,3.434,2.625,7.3610000000000015,joint,0,0.0,0.404,Game Types,7026,230
30,-7.835,18.473,2.193,2.193,2.104,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.1060000000000003,7.905,2.65,3.929,1.807,joint,0,0.0,0.5,Game Types,7027,231
31,22.142,3.485,7.4689999999999985,7.4689999999999985,3.346,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,6.441,15.606,9.013,1.46,-0.037000000000000005,joint,0,0.0,4.626,Game Types,7028,232
32,-23.089,26.1,3.1010000000000004,3.1010000000000004,1.658,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.148,-2.866,9.606,-8.062000000000001,-8.627,joint,0,0.0,1.133,Game Types,7029,233
33,9.465,9.823,1.273,1.273,2.756,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.537,-0.7,2.675,-2.636,-2.174,joint,0,0.0,0.992,Game Types,7030,234
34,-33.56,31.336,9.999,9.999,1.4069999999999998,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.557,17.2,18.598,-0.338,-0.247,joint,0,0.0,4.999,Game Types,7031,235
35,76.22399999999998,-23.556,0.382,0.382,7.822,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.768,0.5710000000000001,-1.142,-0.373,-1.64,joint,0,0.0,0.129,Game Types,8001,236
36,2.918,13.097,1.828,1.828,2.488,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.146,-0.029,3.622,-2.901,-1.528,joint,0,0.0,0.298,Game Types,8002,237
37,26.62,1.246,1.134,1.134,3.604,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-2.092,2.985,2.805,1.915,1.146,joint,0,0.0,1.056,Game Types,8003,238
38,-2.9810000000000003,16.047,1.705,1.705,2.269,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.135,4.841,6.162000000000001,2.6910000000000003,3.15,joint,0,0.0,0.698,Game Types,8004,239
39,32.985,-1.936,1.727,1.727,3.98,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.152,-0.187,3.105,-6.504,-5.617000000000001,joint,0,0.0,0.448,Game Types,8005,240
40,39.79,-5.339,2.657,2.657,4.428,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.882,3.763,-1.227,-3.58,-2.352,joint,0,0.0,0.41,Game Types,8006,241
41,84.38600000000002,-27.637,1.789,1.789,8.887,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.09,0.426,-3.528,-2.636,-0.722,joint,0,0.0,0.445,Game Types,8007,242
42,32.904,-1.896,4.3610000000000015,4.3610000000000015,3.976,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-4.4060000000000015,9.583,4.563,7.105,-8.924,joint,0,0.0,0.482,Game Types,8009,243
43,10.329,9.391,2.506,2.506,2.794,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.823,8.337,-6.707000000000002,-6.018,-13.287,joint,0,0.0,0.213,Game Types,8010,244
44,90.658,-30.773000000000003,0.496,0.496,9.801,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.011,3.499,-1.073,-6.877999999999999,-2.3080000000000003,joint,0,0.0,0.264,Game Types,8011,245
45,24.021,2.546,1.351,1.351,3.46,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.597,1.859,2.363,-0.271,-3.689,joint,0,0.0,0.8320000000000001,Game Types,8012,246
46,56.468,-13.678,1.376,1.376,5.746,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.174,4.895,3.617,-3.503,-2.739,joint,0,0.0,0.7,Game Types,8013,247
47,32.903,-1.896,1.431,1.431,3.976,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.738,-0.073,1.6369999999999998,-2.963,-2.506,joint,0,0.0,0.643,Game Types,8014,248
48,-1.794,15.453,0.956,0.956,2.312,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.131,0.394,2.839,-5.939,-6.254,joint,0,0.0,1.214,Game Types,8015,249
49,-26.592,27.852,2.894,2.894,1.569,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.838,1.82,-3.162,7.637,-7.376,joint,0,0.0,0.236,Game Types,8016,250
50,24.3,2.406,1.793,1.793,3.475,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.752,4.097,4.963,4.747,3.758,joint,0,0.0,0.7979999999999999,Game Types,8017,251
51,46.552,-8.72,0.8190000000000001,0.8190000000000001,4.92,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.449,5.627000000000002,1.731,0.909,-3.383,joint,0,0.0,0.507,Game Types,8018,252
52,-15.746,22.429,4.3439999999999985,4.3439999999999985,1.859,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,12.061,3.518,9.735,-10.878,-5.582000000000002,joint,0,0.0,0.23,Game Types,8019,253
53,-7.601,18.356,1.138,1.138,2.111,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.732,2.401,-3.568,-5.528,-6.7639999999999985,joint,0,0.0,0.542,Game Types,8020,254
54,6.151,11.48,0.993,0.993,2.617,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.92,1.803,3.201,0.42,2.073,joint,0,0.0,0.593,Game Types,8021,255
55,15.935,6.589,1.978,1.978,3.05,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-2.7030000000000003,4.559,3.97,-0.116,0.371,joint,0,0.0,0.5489999999999999,Game Types,8022,256
56,55.508,-13.198,0.6659999999999999,0.6659999999999999,5.659,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.029,-3.761,-4.121,-2.102,-2.696,joint,0,0.0,0.225,Game Types,8023,257
57,-34.191,31.652,0.889,0.889,1.393,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.7910000000000004,0.488,1.648,-7.234,-4.877,joint,0,0.0,0.556,Game Types,8024,258
58,48.592,-9.74,10.0,10.0,5.08,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-1.655,1.874,1.608,-10.25,-4.448,joint,0,0.0,5.0,Game Types,8025,259
59,-11.387,20.25,0.846,0.846,1.99,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.55,1.6369999999999998,4.217,-1.077,-0.764,joint,0,0.0,0.76,Game Types,8026,260
60,-35.367,32.24,1.588,1.588,1.368,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.386,2.733,9.096,-3.255,-1.915,joint,0,0.0,0.53,Game Types,8027,261
61,65.501,-18.194000000000006,1.176,1.176,6.6160000000000005,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.775,-0.535,1.53,-1.633,1.0,joint,0,0.0,0.32299999999999995,Game Types,8028,262
62,47.755,-9.322,0.452,0.452,5.0139999999999985,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.547,4.533,4.2780000000000005,-3.504,-2.61,joint,0,0.0,1.152,Game Types,8029,263
63,19.006,5.053,0.8490000000000001,0.8490000000000001,3.199,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.569,3.032,-3.525,-0.106,-4.525,joint,0,0.0,0.454,Game Types,8030,264
64,21.471,3.82,4.958,4.958,3.321,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.148,3.528,8.217,-14.716,-5.682,joint,0,0.0,0.153,Game Types,8031,265
65,4.61,12.251,3.913,3.913,2.555,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,7.585,-1.169,0.906,-10.6,-5.62,joint,0,0.0,0.237,Game Types,8032,266
66,9.123,9.995,1.061,1.061,2.742,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.798,2.7,5.199,-0.07200000000000001,1.794,joint,0,0.0,0.222,Game Types,8035,267
67,24.595,2.259,0.672,0.672,3.485,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.317,7.922999999999999,3.515,-0.064,3.091,joint,0,0.0,2.185,Game Types,8036,268
68,40.655,-5.771,2.113,2.113,4.488,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,6.2189999999999985,-3.404,-4.18,-8.232999999999999,-10.179,joint,0,0.0,0.304,Game Types,8037,269
69,31.43,-1.159,0.312,0.312,3.885,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-1.167,3.4730000000000003,3.633,-2.88,-1.584,joint,0,0.0,0.413,Game Types,8038,270
70,-39.882,34.497,2.763,2.763,1.275,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.9810000000000003,0.006,0.649,-1.5830000000000002,-2.235,joint,0,0.0,0.557,Game Types,8039,271
71,-0.5529999999999999,14.833,2.037,2.037,2.357,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-2.649,3.23,5.524,5.403,4.412,joint,0,0.0,0.34700000000000003,Game Types,8040,272
72,38.274,-4.581,4.607,4.607,4.3210000000000015,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.229,-4.391,-4.35,-9.066,-7.341,joint,0,0.0,0.394,Game Types,8041,273
73,23.25,2.931,1.061,1.061,3.419,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.164,1.956,7.322,-5.122000000000001,-4.825,joint,0,0.0,1.826,Game Types,8042,274
74,0.359,14.376,0.43,0.43,2.391,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.653,0.732,1.047,-0.325,0.166,joint,0,0.0,0.691,Game Types,8043,275
75,37.317,-4.103,1.1840000000000002,1.1840000000000002,4.259,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.849,-0.009000000000000001,3.16,-4.602,-3.268,joint,0,0.0,0.51,Game Types,8044,276
76,-4.342,16.727,0.378,0.378,2.221,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.872,-5.965,-4.716,-13.255999999999998,-12.844,joint,0,0.0,0.39,Game Types,8045,277
77,-22.609,25.86,0.197,0.197,1.67,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-3.044,4.402,5.311,-1.864,-2.32,joint,0,0.0,0.226,Game Types,8046,278
78,65.691,-18.29,3.918,3.918,6.635,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,10.550999999999998,-0.995,12.416,1.599,6.254,joint,0,0.0,0.398,Game Types,8047,279
79,-13.486,21.299,2.387,2.387,1.926,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,9.833,6.03,0.6809999999999999,-13.468,-11.202,joint,0,0.0,0.168,Game Types,8048,280
80,7.8039999999999985,10.654000000000002,0.515,0.515,2.6860000000000004,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.104,1.529,2.519,1.06,-0.34700000000000003,joint,0,0.0,2.565,Game Types,8049,281
81,47.151,-9.02,1.385,1.385,4.967,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.272,-0.134,-1.321,-4.1930000000000005,-4.099,joint,0,0.0,0.416,Game Types,8050,282
82,-24.503,26.808000000000003,3.615,3.615,1.621,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.22,3.735,11.44,-5.636,-4.434,joint,0,0.0,0.17600000000000002,Game Types,8051,283
83,27.114,0.999,6.2120000000000015,6.2120000000000015,3.632,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,11.7,-14.315,-4.729,-11.279000000000002,-6.282,joint,0,0.0,0.333,Game Types,8052,284
84,30.486,-0.687,1.719,1.719,3.828,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.005,2.351,5.09,-0.012,1.847,joint,0,0.0,0.573,Game Types,8053,285
85,29.018,0.047,1.012,1.012,3.741,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.96,-3.1010000000000004,-3.326,-5.327000000000001,-4.743,joint,0,0.0,1.24,Game Types,8054,286
86,-40.145,34.628,0.795,0.795,1.27,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.977,-0.523,1.014,-8.891,-7.912000000000001,joint,0,0.0,0.364,Game Types,8055,287
87,42.551,-6.72,4.558,4.558,4.622,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-1.157,9.144,6.566,-4.8610000000000015,-1.596,joint,0,0.0,0.075,Game Types,8056,288
88,28.374,0.369,2.624,2.624,3.704,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.252,0.41,4.073,-3.554,-3.434,joint,0,0.0,0.406,Game Types,8057,289
89,87.069,-28.978,1.87,1.87,9.267,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.951,-0.061,-0.027000000000000003,-10.38,-8.62,joint,0,0.0,0.173,Game Types,8058,290
90,29.876,-0.382,2.371,2.371,3.792,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.748,1.575,1.731,-1.726,-3.839,joint,0,0.0,0.474,Game Types,8059,291
91,53.617,-12.252,0.409,0.409,5.495,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.614,-4.69,-4.288,-4.7,-4.1,joint,0,0.0,1.123,Game Types,8060,292
92,-23.766,26.439,2.253,2.253,1.64,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.628,7.322999999999999,9.703,2.875,-5.148,joint,0,0.0,0.324,Game Types,8061,293
93,-25.207,27.16,0.773,0.773,1.6030000000000002,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.688,3.71,5.041,-0.7070000000000001,0.026,joint,0,0.0,1.194,Game Types,8062,294
94,8.839,10.137,1.072,1.072,2.73,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.915,5.285,-1.251,0.8270000000000001,-3.2230000000000003,joint,0,0.0,0.5870000000000001,Game Types,8063,295
95,26.235,1.439,2.21,2.21,3.582,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.097,2.926,-0.86,0.28800000000000003,-4.459,joint,0,0.0,0.916,Game Types,8065,296
96,44.94,-7.914,3.564,3.564,4.798,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.474,3.537,12.982,-0.894,-1.907,joint,0,0.0,0.304,Game Types,8066,297
97,-35.317,32.215,0.377,0.377,1.369,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.293,1.746,0.986,-1.551,-0.917,joint,0,0.0,0.257,Game Types,8067,298
98,-41.843,35.477,3.985,3.985,1.237,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,3.519,8.843,-3.753,-2.818,-4.458,joint,0,0.0,2.8110000000000004,Game Types,8068,299
99,57.185,-14.037,0.157,0.157,5.81,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-1.151,3.2460000000000004,1.931,1.249,1.797,joint,0,0.0,1.365,Game Types,8069,300
100,-52.197,40.655,0.578,0.578,1.052,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.443,-2.655,-1.85,-5.831,-5.456,joint,0,0.0,0.459,Game Types,8070,301
101,35.705,-3.2960000000000003,0.49,0.49,4.1530000000000005,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.185,-0.977,-0.708,-0.643,-1.022,joint,0,0.0,0.376,Game Types,8071,302
102,10.771,9.17,0.01,0.01,2.813,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,4.181,19.996,-10.923,-1.464,-19.996,joint,0,0.0,0.17800000000000002,Game Types,8072,303
103,33.759,-2.323,2.446,2.446,4.029,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0.75,1.105,12.38,-2.313,-2.483,joint,0,0.0,0.436,Game Types,8073,304
104,29.342,-0.115,2.099,2.099,3.754,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,-0.903,2.84,1.339,0.258,0.29100000000000004,joint,0,0.0,0.794,Game Types,8074,305
105,-25.283,27.198,1.7919999999999998,1.7919999999999998,1.602,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,8.934,-4.694,-2.116,-10.071,-7.317,joint,0,0.0,0.335,Game Types,8075,306
106,32.369,-1.628,2.313,2.313,3.942,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,2.422,3.913,2.625,-6.472,-4.836,joint,0,0.0,0.329,Game Types,8076,307
107,8.059,10.526,1.615,1.615,2.697,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,6.94,-4.31,2.997,-6.511,-6.897,joint,0,0.0,0.589,Game Types,8077,308
108,56.12300000000001,-13.505999999999998,0.86,0.86,5.714,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,1.625,1.535,2.271,-3.24,-1.481,joint,0,0.0,0.395,Game Types,8078,309
109,-23.644,26.378,0.6940000000000001,0.6940000000000001,1.643,0,,0,11111,31,SSE,Coop_Harmony_StagHunt_Snowdrift_Prisoners,5.5360000000000005,1.721,-1.69,-5.575,-6.1389999999999985,joint,0,0.0,0.439,Game Types,8079,310
