,sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,cost_type,SSE,LL,BIC
72,273,8041,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.761,2.761,0.46299999999999997,0.0,5.601,3.27,4.442,-4.1339999999999995,-2.737,-0.044000000000000004,-2.467,-2.89,-3.14,5.407,7.482,-1.811,9.084,2.0069999999999997,12.218,11.679,0.384,SSE,5.032,-9.471,97.961
73,274,8042,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.542999999999999,5.542999999999999,4.6930000000000005,0.0,14.77,8.823,12.343,-9.732999999999999,-14.452,-5.459,3.568,-4.305,-12.064,13.715,0.24100000000000002,-15.874,-10.255,12.729000000000001,12.81,-11.739,-9.656,SSE,1.318,33.426,12.168
74,275,8043,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.199,1.199,0.32299999999999995,0.0,-0.564,3.9619999999999997,-0.634,0.10099999999999999,-2.2840000000000003,0.578,0.871,-1.9069999999999998,0.085,-1.263,0.774,-1.6669999999999998,-0.604,1.865,4.078,-1.9040000000000001,-1.4909999999999999,SSE,1.9180000000000001,21.433000000000003,36.153
75,276,8044,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,7.987,7.987,3.3789999999999996,0.0,2.386,7.6370000000000005,3.909,-2.753,0.21100000000000002,10.212,10.374,1.963,-9.633,1.114,6.877999999999999,-2.2319999999999998,-2.4619999999999997,5.269,4.175,-5.893,-4.891,SSE,1.225,35.785,7.45
76,277,8045,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.5770000000000001,0.5770000000000001,0.24600000000000002,0.0,0.795,6.091,7.164,-1.935,-9.302999999999999,6.157,7.407,-4.1530000000000005,-8.894,6.862,2.7880000000000003,-4.63,-8.306000000000001,7.229,6.555,-8.055,-4.055,SSE,1.784,23.745,31.529
77,278,8046,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.27,0.27,0.16899999999999998,0.0,-2.559,4.802,9.798,-3.824,-5.95,2.807,5.542999999999999,-2.806,-6.067,5.289,5.957000000000001,-3.165,-7.531000000000001,-1.307,8.642000000000001,-0.831,-5.185,SSE,1.078,39.865,-0.711
78,279,8047,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,9.779,9.779,2.615,0.0,12.094000000000001,4.0,3.3560000000000003,-2.333,-3.9589999999999996,-3.28,5.428999999999999,-0.586,1.9980000000000002,4.0489999999999995,-2.19,-10.488,-3.092,-2.057,12.66,-7.007000000000001,0.332,SSE,1.0979999999999999,39.28,0.45799999999999996
79,280,8048,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.984,1.984,0.529,0.0,0.0,4.217,5.023,1.249,-0.708,4.477,2.95,-0.8959999999999999,-1.0959999999999999,6.285,5.073,0.389,-0.809,8.829,9.582,-7.147,0.302,SSE,0.8959999999999999,45.798,-12.578
80,281,8049,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.631,1.631,1.137,0.0,2.95,3.302,0.349,-2.109,-4.498,3.945,12.125,-2.3819999999999997,-2.96,1.577,3.214,0.302,0.002,1.499,4.95,0.026000000000000002,0.61,SSE,2.215,16.82,45.378
81,282,8050,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.011,3.011,0.89,0.0,3.362,-0.65,-2.8289999999999997,-4.562,-2.8139999999999996,0.563,-0.894,-0.782,-4.168,-0.797,-0.48100000000000004,-4.353,-3.1519999999999997,4.433,0.149,-2.734,-3.8710000000000004,SSE,3.3930000000000002,3.173,72.673
82,283,8051,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.741,3.741,0.258,0.0,3.415,3.2460000000000004,5.861000000000001,-2.559,-4.765,6.917999999999999,8.683,-3.8,-3.9,7.64,4.513,1.374,-4.57,5.417000000000001,2.888,-4.882,-4.553999999999999,SSE,1.146,37.896,3.227
83,284,8052,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.095,1.095,0.9209999999999999,0.0,0.389,0.20199999999999999,0.06,0.142,-0.32799999999999996,3.095,0.5589999999999999,1.065,0.11800000000000001,0.35700000000000004,-0.639,-0.075,-0.001,1.662,1.742,-3.987,0.20600000000000002,SSE,5.045,-9.519,98.056
