,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
6,6,0,5,SH,opt,coop,100%,1,6,1466,5178,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
7,7,0,12,PD,opt,def,50%,1,7,2211,4683,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
8,8,3,12,PD,opt,def,80%,1,8,2140,3916,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
9,9,7,12,SG,opt,def,90%,1,9,1916,3148,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
10,10,10,8,HG,opt,def,90%,0,9,1806,3182,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
11,11,3,5,SH,opt,coop,100%,1,10,1405,2493,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
12,12,10,12,SG,opt,def,90%,1,11,3214,5589,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
13,13,0,15,PD,opt,def,100%,1,12,2062,3461,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
14,14,10,5,HG,opt,coop,70%,1,13,4036,5668,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
15,15,0,8,SH,opt,coop,100%,1,14,1606,2845,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
16,0,10,5,HG,pess,coop,90%,1,15,3798,5189,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
17,1,0,15,PD,pess,coop,50%,0,15,2448,4624,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
18,2,7,12,SG,pess,def,80%,0,15,6143,7878,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
19,3,0,8,SH,pess,coop,100%,0,15,2635,4147,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
20,4,0,5,SH,pess,coop,40%,0,15,5508,11092,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
21,5,10,15,SG,pess,def,70%,0,15,7633,12921,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
22,6,7,5,HG,pess,def,70%,0,15,7305,13265,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
23,7,0,12,PD,pess,def,20%,1,16,3394,5363,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
24,8,10,8,HG,pess,coop,50%,1,17,6329,8969,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
25,9,3,15,PD,pess,coop,20%,0,17,10912,13599,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
26,10,3,8,SH,pess,def,30%,1,18,7332,9476,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
27,11,10,12,SG,pess,def,40%,0,18,3697,5873,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
28,12,3,12,PD,pess,coop,50%,0,18,1726,17373,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
29,13,7,15,SG,pess,def,30%,0,18,8314,9875,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
30,14,7,8,HG,pess,def,50%,0,18,3088,5967,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
31,15,3,5,SH,pess,coop,30%,0,18,1767,4215,1,I honestly have no clue. Their choices just seemed random to me.,batch7,8049,live,4,complete,0.18
0,0,7,12,SG,pess,coop,100%,1,1,15503,28043,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
1,1,7,8,HG,pess,coop,100%,1,2,8308,11885,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
2,2,0,5,SH,pess,coop,30%,0,2,19480,24350,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
3,3,3,15,PD,pess,def,50%,1,3,9324,15472,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
4,4,0,12,PD,pess,def,70%,1,4,5959,7767,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
5,5,0,8,SH,pess,def,80%,1,5,3754,7957,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
6,6,10,12,SG,pess,coop,100%,1,6,7570,13535,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
7,7,10,5,HG,pess,coop,100%,1,7,6817,14729,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
8,8,10,8,HG,pess,coop,100%,1,8,6178,10176,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
9,9,10,15,SG,pess,coop,40%,1,9,16986,24254,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
10,10,3,8,SH,pess,def,90%,1,10,8096,11134,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
11,11,3,12,PD,pess,def,80%,1,11,6542,10651,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
12,12,7,15,SG,pess,coop,50%,1,12,15102,19112,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
13,13,7,5,HG,pess,coop,90%,1,13,17936,25678,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
14,14,3,5,SH,pess,def,90%,1,14,8705,12792,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
15,15,0,15,PD,pess,def,100%,1,15,5992,9269,0,They always avoided risks that would result in low or zero payouts.,batch7,8051,live,4,complete,0.7
16,0,7,15,SG,opt,coop,90%,0,15,13238,16367,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
17,1,7,5,HG,opt,coop,100%,1,16,9428,11934,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
18,2,3,8,SH,opt,coop,40%,1,17,30086,34435,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
19,3,0,12,PD,opt,def,60%,1,18,3916,8289,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
20,4,7,8,HG,opt,coop,90%,1,19,5803,9024,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
21,5,0,8,SH,opt,coop,60%,1,20,5555,8810,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
22,6,10,15,SG,opt,def,60%,1,21,6055,12272,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
23,7,0,15,PD,opt,def,70%,1,22,1614,7955,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
24,8,10,5,HG,opt,coop,100%,1,23,3815,18396,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
25,9,3,5,SH,opt,coop,90%,1,24,4422,8040,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
26,10,3,15,PD,opt,def,90%,1,25,1882,5005,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
27,11,10,12,SG,opt,def,80%,1,26,3243,7351,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
28,12,0,5,SH,opt,coop,100%,1,27,4651,8091,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
29,13,3,12,PD,opt,def,90%,1,28,2897,7320,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
30,14,7,12,SG,opt,def,90%,1,29,2031,8567,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
31,15,10,8,HG,opt,coop,100%,1,30,6680,9406,1,Go for the highest possible reward.,batch7,8051,live,4,complete,0.7
0,0,3,12,PD,pess,def,100%,1,1,62727,68231,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
1,1,7,8,HG,pess,def,80%,0,1,7495,19808,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
2,2,3,8,SH,pess,coop,100%,0,1,4056,6039,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
3,3,7,12,SG,pess,def,100%,0,1,9770,12313,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
4,4,0,15,PD,pess,def,100%,1,2,23066,30099,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
5,5,0,8,SH,pess,def,100%,1,3,5722,8274,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
6,6,7,15,SG,pess,coop,90%,1,4,8482,14402,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
7,7,7,5,HG,pess,coop,100%,1,5,5636,8420,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
8,8,3,15,PD,pess,def,80%,1,6,20875,23147,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
9,9,0,5,SH,pess,coop,100%,0,6,4387,13259,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
10,10,10,5,HG,pess,coop,80%,1,7,5003,7051,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
11,11,10,15,SG,pess,def,100%,0,7,3131,8483,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
12,12,10,12,SG,pess,coop,90%,1,8,6346,9499,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
13,13,0,12,PD,pess,coop,100%,0,8,4404,6460,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
14,14,3,5,SH,pess,coop,90%,0,8,5530,9122,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
15,15,10,8,HG,pess,coop,80%,1,9,30121,36840,0,guessing what the opponent might play.,batch7,8052,live,4,complete,0.56
16,0,7,15,SG,opt,def,80%,1,10,6246,8341,1,personal benefit,batch7,8052,live,4,complete,0.56
17,1,0,12,PD,opt,def,80%,1,11,10113,12233,1,personal benefit,batch7,8052,live,4,complete,0.56
18,2,3,5,SH,opt,def,80%,0,11,3025,4945,1,personal benefit,batch7,8052,live,4,complete,0.56
19,3,7,5,HG,opt,coop,90%,1,12,4779,7187,1,personal benefit,batch7,8052,live,4,complete,0.56
20,4,3,12,PD,opt,def,100%,1,13,5682,7770,1,personal benefit,batch7,8052,live,4,complete,0.56
21,5,7,8,HG,opt,def,90%,0,13,3163,4443,1,personal benefit,batch7,8052,live,4,complete,0.56
22,6,0,8,SH,opt,def,100%,0,13,3755,10075,1,personal benefit,batch7,8052,live,4,complete,0.56
23,7,10,15,SG,opt,coop,80%,0,13,9290,11834,1,personal benefit,batch7,8052,live,4,complete,0.56
24,8,10,12,SG,opt,def,100%,1,14,3483,5746,1,personal benefit,batch7,8052,live,4,complete,0.56
25,9,0,15,PD,opt,coop,100%,0,14,3372,10444,1,personal benefit,batch7,8052,live,4,complete,0.56
26,10,0,5,SH,opt,def,100%,0,14,4969,7600,1,personal benefit,batch7,8052,live,4,complete,0.56
27,11,10,8,HG,opt,coop,100%,1,15,4898,6841,1,personal benefit,batch7,8052,live,4,complete,0.56
28,12,7,12,SG,opt,coop,90%,0,15,2802,6234,1,personal benefit,batch7,8052,live,4,complete,0.56
29,13,3,8,SH,opt,def,100%,0,15,3562,5067,1,personal benefit,batch7,8052,live,4,complete,0.56
30,14,3,15,PD,opt,coop,80%,0,15,6107,10043,1,personal benefit,batch7,8052,live,4,complete,0.56
31,15,10,5,HG,opt,coop,90%,1,16,2908,4660,1,personal benefit,batch7,8052,live,4,complete,0.56
0,0,10,5,HG,opt,coop,80%,1,1,15415,19439,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
1,1,3,5,SH,opt,coop,90%,1,2,3251,5339,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
2,2,0,15,PD,opt,coop,70%,0,2,10033,12945,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
3,3,7,12,SG,opt,def,60%,1,3,4428,8164,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
4,4,10,15,SG,opt,def,100%,1,4,6428,17220,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
5,5,10,8,HG,opt,coop,80%,1,5,8684,10260,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
6,6,0,12,PD,opt,def,70%,1,6,8365,10838,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
7,7,0,5,SH,opt,coop,90%,1,7,5353,9378,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
8,8,7,15,SG,opt,def,90%,1,8,7380,9172,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
9,9,0,8,SH,opt,coop,70%,1,9,8675,10245,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
10,10,3,15,PD,opt,def,90%,1,10,6179,7651,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
11,11,7,5,HG,opt,coop,90%,1,11,4445,7261,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
12,12,3,12,PD,opt,def,90%,1,12,8405,10109,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
13,13,10,12,SG,opt,def,100%,1,13,3498,7930,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
14,14,3,8,SH,opt,coop,100%,1,14,15467,17843,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
15,15,7,8,HG,opt,coop,100%,1,15,6356,7748,0,EB always chose the option that could maximize their return,batch7,8055,live,4,complete,0.22
16,0,7,5,HG,pess,coop,60%,1,16,18963,25482,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
17,1,3,5,SH,pess,coop,80%,0,16,3256,5224,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
18,2,7,12,SG,pess,coop,50%,1,17,5643,9931,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
19,3,3,15,PD,pess,coop,80%,0,17,2330,6498,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
20,4,0,5,SH,pess,coop,90%,0,17,4772,7756,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
21,5,0,15,PD,pess,def,90%,1,18,15786,17682,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
22,6,7,15,SG,pess,def,90%,0,18,2315,4235,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
23,7,10,8,HG,pess,coop,60%,1,19,8035,10835,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
24,8,10,12,SG,pess,def,60%,0,19,3771,7763,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
25,9,3,8,SH,pess,coop,60%,0,19,5763,7547,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
26,10,10,5,HG,pess,coop,50%,1,20,7962,10322,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
27,11,3,12,PD,pess,def,50%,1,21,4739,6547,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
28,12,10,15,SG,pess,def,50%,0,21,6193,7921,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
29,13,0,12,PD,pess,def,50%,1,22,4650,6370,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
30,14,0,8,SH,pess,coop,50%,0,22,2014,3542,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
31,15,7,8,HG,pess,def,50%,0,22,6074,8507,1,"I am not sure what their strategy is, perhaps they are trying to guess what the other player is doing and maximize their return based on what they think the other player would do.",batch7,8055,live,4,complete,0.22
0,0,3,5,SH,opt,coop,80%,1,1,29420,30981,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
1,1,0,15,PD,opt,def,40%,1,2,2045,2828,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
2,2,7,8,HG,opt,coop,80%,1,3,3066,3977,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
3,3,10,12,SG,opt,def,50%,1,4,2720,3589,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
4,4,7,12,SG,opt,def,60%,1,5,3382,5125,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
5,5,10,8,HG,opt,coop,80%,1,6,3303,7783,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
6,6,0,5,SH,opt,coop,80%,1,7,1776,3055,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
7,7,0,12,PD,opt,def,60%,1,8,1605,2483,0,To go for the most amount of coins they could,batch7,8056,live,4,complete,0.44
