,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
21,5,0,5,SH,pess,coop,100%,0,18,3580,5026,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
22,6,7,8,HG,pess,def,60%,0,18,2326,3370,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
23,7,7,15,SG,pess,def,90%,0,18,2923,4437,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
24,8,3,12,PD,pess,coop,60%,0,18,6879,8242,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
25,9,10,8,HG,pess,def,50%,0,18,3289,5066,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
26,10,3,8,SH,pess,def,30%,1,19,3676,5357,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
27,11,10,12,SG,pess,def,10%,0,19,2986,4189,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
28,12,10,15,SG,pess,def,10%,0,19,1881,3266,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
29,13,7,5,HG,pess,coop,10%,1,20,2835,4148,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
30,14,0,8,SH,pess,coop,10%,0,20,2721,4507,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
31,15,0,12,PD,pess,def,80%,1,21,1966,3754,1,i think lessen how much the opponent makes,batch7,8037,live,4,complete,0.33
0,0,10,8,HG,pess,coop,100%,1,1,5932,9438,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
1,1,7,12,SG,pess,def,90%,0,1,4805,7265,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
2,2,0,12,PD,pess,def,100%,1,2,3662,4266,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
3,3,0,8,SH,pess,def,100%,1,3,3935,4469,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
4,4,3,8,SH,pess,def,100%,1,4,4182,4764,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
5,5,3,15,PD,pess,def,100%,1,5,2344,4252,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
6,6,10,15,SG,pess,coop,100%,1,6,3353,4517,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
7,7,10,5,HG,pess,coop,100%,1,7,2345,3345,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
8,8,3,12,PD,pess,def,100%,1,8,3058,3926,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
9,9,7,8,HG,pess,coop,100%,1,9,2918,3646,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
10,10,10,12,SG,pess,coop,100%,1,10,3601,4665,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
11,11,0,5,SH,pess,def,100%,1,11,2600,3958,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
12,12,0,15,PD,pess,def,100%,1,12,2072,2981,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
13,13,7,15,SG,pess,def,100%,0,12,2102,3166,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
14,14,7,5,HG,pess,coop,100%,1,13,3057,5571,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
15,15,3,5,SH,pess,coop,80%,0,13,4542,5860,0,maximize player F.A's earnings  ,batch7,8038,live,4,complete,0.5
16,0,0,5,SH,opt,def,80%,0,13,5853,7241,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
17,1,10,5,HG,opt,coop,100%,1,14,2010,5424,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
18,2,3,15,PD,opt,def,100%,1,15,2909,3445,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
19,3,7,12,SG,opt,def,100%,1,16,2049,2847,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
20,4,10,8,HG,opt,coop,100%,1,17,2653,4027,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
21,5,0,15,PD,opt,def,100%,1,18,2546,3211,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
22,6,3,5,SH,opt,def,100%,0,18,2282,3034,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
23,7,7,15,SG,opt,def,100%,1,19,2047,2893,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
24,8,3,12,PD,opt,def,100%,1,20,2306,3252,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
25,9,10,12,SG,opt,coop,100%,0,20,3732,4360,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
26,10,7,8,HG,opt,coop,100%,1,21,2623,3787,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
27,11,3,8,SH,opt,coop,100%,1,22,2522,3220,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
28,12,0,12,PD,opt,def,100%,1,23,2079,2723,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
29,13,0,8,SH,opt,def,50%,0,23,3082,4176,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
30,14,10,15,SG,opt,def,100%,1,24,2360,3206,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
31,15,7,5,HG,opt,coop,100%,1,25,2219,2880,1,choose the color that offer the highest dollar,batch7,8038,live,4,complete,0.5
0,0,3,5,SH,pess,coop,70%,0,0,21837,24387,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
1,1,0,15,PD,pess,def,80%,1,1,9019,11384,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
2,2,7,8,HG,pess,coop,90%,1,2,7135,8995,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
3,3,10,12,SG,pess,coop,70%,1,3,6983,9095,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
4,4,7,12,SG,pess,coop,80%,1,4,8637,11700,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
5,5,10,8,HG,pess,coop,90%,1,5,4470,6307,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
6,6,0,5,SH,pess,def,100%,1,6,2690,4310,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
7,7,0,12,PD,pess,def,90%,1,7,4624,6715,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
8,8,7,5,HG,pess,coop,90%,1,8,6760,9211,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
9,9,3,8,SH,pess,def,100%,1,9,3667,5308,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
10,10,3,12,PD,pess,def,90%,1,10,5788,7757,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
11,11,7,15,SG,pess,coop,80%,1,11,6120,7815,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
12,12,3,15,PD,pess,def,100%,1,12,3947,5600,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
13,13,10,5,HG,pess,coop,100%,1,13,6457,8983,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
14,14,10,15,SG,pess,coop,100%,1,14,5142,7223,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
15,15,0,8,SH,pess,def,100%,1,15,9098,10524,0,"Not to lose too much, Take the safe bet",batch7,8039,live,4,complete,0.71
16,0,7,15,SG,opt,def,50%,1,16,5986,7431,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
17,1,3,15,PD,opt,def,80%,1,17,2616,4071,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
18,2,3,8,SH,opt,coop,60%,1,18,2524,3794,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
19,3,7,5,HG,opt,coop,80%,1,19,3446,5440,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
20,4,10,15,SG,opt,def,90%,1,20,2399,3930,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
21,5,7,8,HG,opt,coop,80%,1,21,2509,3822,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
22,6,0,5,SH,opt,coop,60%,1,22,3479,6004,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
23,7,0,12,PD,opt,def,100%,1,23,2504,4167,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
24,8,3,12,PD,opt,def,100%,1,24,3632,5043,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
25,9,7,12,SG,opt,def,100%,1,25,3672,5041,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
26,10,10,8,HG,opt,coop,90%,1,26,1659,3103,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
27,11,3,5,SH,opt,coop,100%,1,27,2349,3762,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
28,12,10,12,SG,opt,def,100%,1,28,2313,3889,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
29,13,0,15,PD,opt,def,100%,1,29,2199,3884,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
30,14,10,5,HG,opt,coop,100%,1,30,3451,5378,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
31,15,0,8,SH,opt,coop,100%,1,31,2033,3566,1,To get the most money. Just care about themselves,batch7,8039,live,4,complete,0.71
0,0,10,8,HG,pess,coop,80%,1,1,3790,5719,0,i dont know,batch7,8043,live,4,complete,0.15
1,1,7,12,SG,pess,coop,80%,1,2,1642,3058,0,i dont know,batch7,8043,live,4,complete,0.15
2,2,0,12,PD,pess,coop,80%,0,2,1940,3373,0,i dont know,batch7,8043,live,4,complete,0.15
3,3,0,8,SH,pess,coop,70%,0,2,1610,2987,0,i dont know,batch7,8043,live,4,complete,0.15
4,4,3,8,SH,pess,coop,70%,0,2,1604,2980,0,i dont know,batch7,8043,live,4,complete,0.15
5,5,3,15,PD,pess,coop,70%,0,2,1637,2956,0,i dont know,batch7,8043,live,4,complete,0.15
6,6,10,15,SG,pess,coop,50%,1,3,2312,3769,0,i dont know,batch7,8043,live,4,complete,0.15
7,7,10,5,HG,pess,coop,60%,1,4,1759,3080,0,i dont know,batch7,8043,live,4,complete,0.15
8,8,3,12,PD,pess,coop,60%,0,4,1380,2676,0,i dont know,batch7,8043,live,4,complete,0.15
9,9,7,8,HG,pess,def,60%,0,4,1564,3132,0,i dont know,batch7,8043,live,4,complete,0.15
10,10,10,12,SG,pess,coop,60%,1,5,1555,2924,0,i dont know,batch7,8043,live,4,complete,0.15
11,11,0,5,SH,pess,coop,60%,0,5,2357,3893,0,i dont know,batch7,8043,live,4,complete,0.15
12,12,0,15,PD,pess,coop,50%,0,5,1485,3398,0,i dont know,batch7,8043,live,4,complete,0.15
13,13,7,15,SG,pess,coop,50%,1,6,1538,2666,0,i dont know,batch7,8043,live,4,complete,0.15
14,14,7,5,HG,pess,coop,50%,1,7,1155,2298,0,i dont know,batch7,8043,live,4,complete,0.15
15,15,3,5,SH,pess,coop,50%,0,7,1172,2292,0,i dont know,batch7,8043,live,4,complete,0.15
16,0,0,8,SH,opt,coop,50%,1,8,4794,6106,1,i dont know,batch7,8043,live,4,complete,0.15
17,1,3,15,PD,opt,coop,50%,0,8,1265,2321,1,i dont know,batch7,8043,live,4,complete,0.15
18,2,10,12,SG,opt,coop,50%,0,8,1707,3355,1,i dont know,batch7,8043,live,4,complete,0.15
19,3,7,8,HG,opt,coop,50%,1,9,1323,2467,1,i dont know,batch7,8043,live,4,complete,0.15
20,4,10,8,HG,opt,coop,50%,1,10,1492,2908,1,i dont know,batch7,8043,live,4,complete,0.15
21,5,0,15,PD,opt,coop,50%,0,10,1172,4164,1,i dont know,batch7,8043,live,4,complete,0.15
22,6,3,8,SH,opt,coop,50%,1,11,1539,2779,1,i dont know,batch7,8043,live,4,complete,0.15
23,7,7,15,SG,opt,coop,50%,0,11,1300,2668,1,i dont know,batch7,8043,live,4,complete,0.15
24,8,0,12,PD,opt,coop,50%,0,11,1460,2684,1,i dont know,batch7,8043,live,4,complete,0.15
25,9,3,5,SH,opt,coop,50%,1,12,1123,2139,1,i dont know,batch7,8043,live,4,complete,0.15
26,10,7,12,SG,opt,coop,50%,0,12,1323,2354,1,i dont know,batch7,8043,live,4,complete,0.15
27,11,10,5,HG,opt,coop,50%,1,13,1099,2148,1,i dont know,batch7,8043,live,4,complete,0.15
28,12,0,5,SH,opt,coop,50%,1,14,1669,2813,1,i dont know,batch7,8043,live,4,complete,0.15
29,13,7,5,HG,opt,coop,50%,1,15,1364,2588,1,i dont know,batch7,8043,live,4,complete,0.15
30,14,3,12,PD,opt,coop,50%,0,15,1630,3061,1,i dont know,batch7,8043,live,4,complete,0.15
31,15,10,15,SG,opt,coop,50%,0,15,1331,2315,1,i dont know,batch7,8043,live,4,complete,0.15
0,0,7,12,SG,opt,coop,100%,0,0,8341,12939,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
1,1,7,8,HG,opt,coop,100%,1,1,8922,12048,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
2,2,0,5,SH,opt,coop,90%,1,2,20023,21981,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
3,3,3,15,PD,opt,coop,60%,0,2,10716,12956,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
4,4,0,12,PD,opt,coop,80%,0,2,3448,5878,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
5,5,0,8,SH,opt,coop,100%,1,3,3400,4998,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
6,6,10,12,SG,opt,def,70%,1,4,3228,4694,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
7,7,10,5,HG,opt,coop,100%,1,5,3876,5788,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
8,8,10,8,HG,opt,coop,100%,1,6,4263,6017,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
9,9,10,15,SG,opt,def,90%,1,7,3242,4810,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
10,10,3,8,SH,opt,coop,90%,1,8,2727,4419,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
11,11,3,12,PD,opt,def,60%,1,9,5315,7217,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
12,12,7,15,SG,opt,def,100%,1,10,2375,4059,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
13,13,7,5,HG,opt,coop,90%,1,11,3110,5014,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
14,14,3,5,SH,opt,coop,80%,1,12,2776,7154,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
15,15,0,15,PD,opt,def,90%,1,13,2345,4429,0,"To make the most points for self, regardless of how much other player earned.",batch7,8044,live,4,complete,0.24
16,0,0,12,PD,pess,def,80%,1,14,5418,6908,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
17,1,0,8,SH,pess,coop,80%,0,14,3204,10120,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
18,2,7,15,SG,pess,def,100%,0,14,1870,3524,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
19,3,7,8,HG,pess,coop,70%,1,15,3220,4614,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
20,4,3,12,PD,pess,def,90%,1,16,2443,4495,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
21,5,0,5,SH,pess,coop,80%,0,16,2102,4202,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
22,6,10,8,HG,pess,coop,60%,1,17,2867,4511,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
23,7,10,15,SG,pess,def,100%,0,17,2553,4143,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
24,8,10,12,SG,pess,def,60%,0,17,1817,3359,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
25,9,0,15,PD,pess,def,60%,1,18,1810,3236,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
26,10,10,5,HG,pess,coop,80%,1,19,2383,3839,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
27,11,3,8,SH,pess,coop,70%,0,19,2530,3892,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
28,12,7,12,SG,pess,def,60%,0,19,2099,3415,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
29,13,3,15,PD,pess,def,70%,1,20,4346,14404,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
30,14,3,5,SH,pess,coop,70%,0,20,4143,7995,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
31,15,7,5,HG,pess,coop,60%,1,21,2163,3997,1,To earn as most points as possible,batch7,8044,live,4,complete,0.24
0,0,10,5,HG,opt,coop,100%,1,1,16819,20738,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
1,1,3,5,SH,opt,def,40%,0,1,6551,9389,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
2,2,0,15,PD,opt,def,80%,1,2,8778,12585,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
3,3,7,12,SG,opt,coop,40%,0,2,10454,11876,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
4,4,10,15,SG,opt,def,70%,1,3,8951,10105,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
5,5,10,8,HG,opt,coop,100%,1,4,3735,6202,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
6,6,0,12,PD,opt,def,80%,1,5,3788,5154,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
7,7,0,5,SH,opt,def,40%,0,5,3253,5202,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
8,8,7,15,SG,opt,def,70%,1,6,4442,5762,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
9,9,0,8,SH,opt,def,80%,0,6,3082,4284,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
10,10,3,15,PD,opt,def,100%,1,7,4036,8167,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
11,11,7,5,HG,opt,coop,100%,1,8,3699,5633,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
12,12,3,12,PD,opt,def,80%,1,9,2828,4408,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
13,13,10,12,SG,opt,coop,60%,0,9,4075,6008,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
14,14,3,8,SH,opt,def,80%,0,9,5989,9338,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
15,15,7,8,HG,opt,coop,80%,1,10,3558,5426,0,"He would choose his dominant strategy and if there was no dominant strategy, he would take the risk for a higher reward.",batch7,8046,live,4,complete,0.49
16,0,0,8,SH,pess,def,70%,1,11,6640,8044,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
17,1,7,5,HG,pess,coop,100%,1,12,7140,9848,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
18,2,10,15,SG,pess,def,20%,0,12,6043,8662,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
19,3,3,12,PD,pess,def,100%,1,13,2289,3992,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
20,4,7,15,SG,pess,def,80%,0,13,6161,7696,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
21,5,7,8,HG,pess,coop,90%,1,14,4055,5598,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
22,6,3,5,SH,pess,def,70%,1,15,3518,4842,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
23,7,3,15,PD,pess,def,100%,1,16,4930,6502,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
24,8,0,15,PD,pess,def,100%,1,17,2994,4211,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
25,9,10,8,HG,pess,coop,100%,1,18,2828,4463,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
26,10,10,12,SG,pess,coop,80%,1,19,3113,4214,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
27,11,0,5,SH,pess,def,80%,1,20,2340,3746,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
28,12,0,12,PD,pess,def,80%,1,21,3325,4869,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
29,13,3,8,SH,pess,def,80%,1,22,2741,4304,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
30,14,10,5,HG,pess,coop,100%,1,23,2038,3388,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
31,15,7,12,SG,pess,coop,70%,1,24,3857,5036,1,"Choose the dominant strategy and if there isn't one, take the safe bet.",batch7,8046,live,4,complete,0.49
0,0,7,15,SG,pess,coop,80%,1,1,3306,5226,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
1,1,3,15,PD,pess,coop,80%,0,1,1975,4299,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
2,2,3,8,SH,pess,coop,100%,0,1,2713,4327,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
3,3,7,5,HG,pess,coop,60%,1,2,3646,5142,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
4,4,10,15,SG,pess,def,50%,0,2,3450,5354,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
5,5,7,8,HG,pess,coop,80%,1,3,1876,3240,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
6,6,0,5,SH,pess,coop,90%,0,3,2605,4575,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
7,7,0,12,PD,pess,coop,30%,0,3,4642,6284,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
8,8,3,12,PD,pess,def,20%,1,4,1939,3211,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
9,9,7,12,SG,pess,def,30%,0,4,1399,2551,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
10,10,10,8,HG,pess,def,20%,0,4,1693,3257,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
11,11,3,5,SH,pess,coop,50%,0,4,1725,3835,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
12,12,10,12,SG,pess,coop,40%,1,5,3392,4760,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
13,13,0,15,PD,pess,def,50%,1,6,3454,6552,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
14,14,10,5,HG,pess,def,50%,0,6,2323,4623,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
15,15,0,8,SH,pess,def,10%,1,7,1797,4097,0,To usually make the worst pick possible.,batch7,8048,live,4,complete,0.4
16,0,10,5,HG,opt,coop,60%,1,8,8028,9570,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
17,1,7,12,SG,opt,coop,70%,0,8,1485,3147,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
18,2,0,12,PD,opt,coop,60%,0,8,4062,6136,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
19,3,3,8,SH,opt,coop,70%,1,9,2494,3678,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
20,4,10,12,SG,opt,coop,60%,0,9,2689,4139,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
21,5,0,8,SH,opt,coop,70%,1,10,1516,2490,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
22,6,7,8,HG,opt,coop,70%,1,11,1654,2766,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
23,7,0,15,PD,opt,def,50%,1,12,1793,3213,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
24,8,7,5,HG,opt,coop,70%,1,13,2362,3700,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
25,9,10,15,SG,opt,def,70%,1,14,1718,6610,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
26,10,3,5,SH,opt,coop,70%,1,15,4787,5756,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
27,11,3,15,PD,opt,def,80%,1,16,1667,2817,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
28,12,3,12,PD,opt,def,80%,1,17,1434,2672,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
29,13,0,5,SH,opt,coop,80%,1,18,2249,4833,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
30,14,7,15,SG,opt,def,90%,1,19,1633,2857,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
31,15,10,8,HG,opt,coop,90%,1,20,2551,3945,1,Maximizing their own earnings by gambling on the higher payouts.,batch7,8048,live,4,complete,0.4
0,0,7,15,SG,opt,coop,40%,0,0,3808,13872,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
1,1,3,15,PD,opt,def,70%,1,1,3228,6291,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
2,2,3,8,SH,opt,coop,90%,1,2,2815,5976,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
3,3,7,5,HG,opt,coop,90%,1,3,1604,3332,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
4,4,10,15,SG,opt,def,70%,1,4,1601,3673,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
5,5,7,8,HG,opt,coop,90%,1,5,2891,5890,0,I think their strategy was to choose red if it had a higher potential than blue.,batch7,8049,live,4,complete,0.18
