sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,cost_type,SSE,LL,BIC,model_type,features
27,2035,joint,5,0101,Greed_Nash,0,0,0,0.29600000000000004,0.29600000000000004,0.231,0.0,2.492,1.921,,,SSE,7.065,-20.416,57.468,FeatureRL,CoGrRiNa
27,2035,joint,6,0110,Greed_Risk,0,0,0,0.092,0.092,0.171,0.0,3.986,1.504,,,SSE,7.305,-21.456999999999997,59.549,FeatureRL,CoGrRiNa
27,2035,joint,7,0111,Greed_Risk_Nash,0,0,0,0.16899999999999998,0.16899999999999998,0.19,0.0,3.2230000000000003,0.927,1.236,,SSE,7.19,-20.959,62.711999999999996,FeatureRL,CoGrRiNa
27,2035,joint,8,1000,Coop,0,0,0,5.0360000000000005,5.0360000000000005,0.11199999999999999,0.0,7.047000000000001,,,,SSE,8.092,-24.636,61.748000000000005,FeatureRL,CoGrRiNa
27,2035,joint,9,1001,Coop_Nash,0,0,0,0.562,0.562,0.562,0.0,1.403,2.224,,,SSE,6.441,-17.339000000000002,51.31399999999999,FeatureRL,CoGrRiNa
27,2035,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.021,0.0,19.977999999999998,11.453,,,SSE,8.273,-25.346999999999998,67.329,FeatureRL,CoGrRiNa
27,2035,joint,11,1011,Coop_Risk_Nash,0,0,0,0.11,0.11,0.278,0.0,1.7719999999999998,-0.972,3.427,,SSE,7.103,-20.465999999999998,61.727,FeatureRL,CoGrRiNa
27,2035,joint,12,1100,Coop_Greed,0,0,0,0.433,0.433,0.237,0.0,2.424,3.449,,,SSE,6.597,-18.105,52.846000000000004,FeatureRL,CoGrRiNa
27,2035,joint,13,1101,Coop_Greed_Nash,0,0,0,0.488,0.488,0.235,0.0,2.5610000000000004,2.81,2.104,,SSE,6.194,-16.084,52.961999999999996,FeatureRL,CoGrRiNa
27,2035,joint,14,1110,Coop_Greed_Risk,0,0,0,0.47,0.47,0.08,0.0,5.9,9.058,2.9189999999999996,,SSE,6.667999999999999,-18.448,57.691,FeatureRL,CoGrRiNa
27,2035,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.201,0.201,0.244,0.0,2.0340000000000003,2.592,0.536,1.238,SSE,6.495,-17.605,60.163000000000004,FeatureRL,CoGrRiNa
28,2037,joint,1,0001,Nash,0,0,0,1.926,1.926,0.34299999999999997,0.0,1.339,,,,SSE,9.142999999999999,-28.546,69.568,FeatureRL,CoGrRiNa
28,2037,joint,2,0010,Risk,0,0,0,0.639,0.639,0.262,0.0,1.214,,,,SSE,9.916,-31.145,74.767,FeatureRL,CoGrRiNa
28,2037,joint,3,0011,Risk_Nash,0,0,0,0.882,0.882,0.292,0.0,0.889,0.413,,,SSE,8.993,-28.017,72.669,FeatureRL,CoGrRiNa
28,2037,joint,4,0100,Greed,0,0,0,1.639,1.639,0.495,0.0,-0.049,,,,SSE,6.154,-15.878,44.232,FeatureRL,CoGrRiNa
28,2037,joint,5,0101,Greed_Nash,0,0,0,0.797,0.797,1.079,0.0,-0.35200000000000004,1.183,,,SSE,4.561,-6.292000000000001,29.219,FeatureRL,CoGrRiNa
28,2037,joint,6,0110,Greed_Risk,0,0,0,0.633,0.633,0.935,0.0,-0.243,0.441,,,SSE,4.78,-7.797000000000001,32.23,FeatureRL,CoGrRiNa
28,2037,joint,7,0111,Greed_Risk_Nash,0,0,0,7.478,7.478,0.07,0.0,-5.921,1.3780000000000001,11.334000000000001,,SSE,4.738,-7.513,35.82,FeatureRL,CoGrRiNa
28,2037,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,5.31,,,,SSE,11.030999999999999,-34.556,81.58800000000001,FeatureRL,CoGrRiNa
28,2037,joint,9,1001,Coop_Nash,0,0,0,0.556,0.556,0.647,0.0,0.21899999999999997,0.512,,,SSE,9.856,-30.95,78.535,FeatureRL,CoGrRiNa
28,2037,joint,10,1010,Coop_Risk,0,0,0,0.604,0.604,0.22,0.0,0.42200000000000004,1.381,,,SSE,10.152999999999999,-31.901,80.438,FeatureRL,CoGrRiNa
28,2037,joint,11,1011,Coop_Risk_Nash,0,0,0,1.1,1.1,0.184,0.0,0.49700000000000005,1.35,0.616,,SSE,9.307,-29.116999999999997,79.028,FeatureRL,CoGrRiNa
28,2037,joint,12,1100,Coop_Greed,0,0,0,1.291,1.291,0.41200000000000003,0.0,0.42700000000000005,-0.531,,,SSE,6.819,-19.164,54.963,FeatureRL,CoGrRiNa
28,2037,joint,13,1101,Coop_Greed_Nash,0,0,0,4.4430000000000005,4.4430000000000005,0.156,0.0,0.753,-2.998,7.183,,SSE,4.956,-8.953,38.701,FeatureRL,CoGrRiNa
28,2037,joint,14,1110,Coop_Greed_Risk,0,0,0,3.9819999999999998,3.9819999999999998,0.146,0.0,1.114,-1.422,2.656,,SSE,4.806,-7.9670000000000005,36.728,FeatureRL,CoGrRiNa
28,2037,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,1.119,1.119,0.451,0.0,0.239,-0.797,0.22,1.604,SSE,4.832,-8.14,41.232,FeatureRL,CoGrRiNa
29,2039,joint,1,0001,Nash,0,0,0,0.23,0.23,0.17,0.0,2.2359999999999998,,,,SSE,5.417000000000001,-11.880999999999998,36.239000000000004,FeatureRL,CoGrRiNa
29,2039,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,10.934000000000001,,,,SSE,5.745,-13.75,39.977,FeatureRL,CoGrRiNa
29,2039,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.021,0.0,-4.628,19.987000000000002,,,SSE,5.4110000000000005,-11.845,40.326,FeatureRL,CoGrRiNa
29,2039,joint,4,0100,Greed,0,0,0,0.638,0.638,0.32,0.0,1.483,,,,SSE,4.42,-5.419,23.316,FeatureRL,CoGrRiNa
29,2039,joint,5,0101,Greed_Nash,0,0,0,0.45,0.45,0.254,0.0,1.375,1.082,,,SSE,4.655,-7.068,30.772,FeatureRL,CoGrRiNa
29,2039,joint,6,0110,Greed_Risk,0,0,0,0.35700000000000004,0.35700000000000004,0.231,0.0,1.709,0.675,,,SSE,4.922,-8.846,34.327,FeatureRL,CoGrRiNa
29,2039,joint,7,0111,Greed_Risk_Nash,0,0,0,0.318,0.318,0.177,0.0,1.906,0.457,0.812,,SSE,4.998,-9.327,39.449,FeatureRL,CoGrRiNa
29,2039,joint,8,1000,Coop,0,0,0,0.268,0.268,0.18899999999999997,0.0,2.063,,,,SSE,5.324,-11.242,34.96,FeatureRL,CoGrRiNa
29,2039,joint,9,1001,Coop_Nash,0,0,0,0.838,0.838,0.054000000000000006,0.0,7.169,7.136,,,SSE,4.9510000000000005,-8.917,34.47,FeatureRL,CoGrRiNa
29,2039,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.017,0.0,19.984,6.532,,,SSE,5.281000000000001,-10.982999999999999,38.601,FeatureRL,CoGrRiNa
29,2039,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.022000000000000002,0.0,16.312,-5.0760000000000005,19.988,,SSE,4.942,-8.863,38.521,FeatureRL,CoGrRiNa
29,2039,joint,12,1100,Coop_Greed,0,0,0,1.919,1.919,0.11800000000000001,0.0,5.206,3.918,,,SSE,3.843,-0.81,18.256,FeatureRL,CoGrRiNa
29,2039,joint,13,1101,Coop_Greed_Nash,0,0,0,0.461,0.461,0.293,0.0,1.735,1.204,0.983,,SSE,4.104,-2.9139999999999997,26.621,FeatureRL,CoGrRiNa
29,2039,joint,14,1110,Coop_Greed_Risk,0,0,0,0.16,0.16,0.621,0.0,0.72,0.648,0.239,,SSE,4.402,-5.159,31.112,FeatureRL,CoGrRiNa
29,2039,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.293,0.293,0.225,0.0,1.845,1.545,0.31,0.648,SSE,4.503,-5.881,36.715,FeatureRL,CoGrRiNa
3,2005,joint,1,0001,Nash,0,0,0,0.316,0.316,0.34700000000000003,0.0,3.167,,,,SSE,4.1,-2.884,18.244,FeatureRL,CoGrRiNa
3,2005,joint,2,0010,Risk,0,0,0,0.024,0.024,0.032,0.0,4.813,,,,SSE,6.359,-16.922,46.321000000000005,FeatureRL,CoGrRiNa
3,2005,joint,3,0011,Risk_Nash,0,0,0,0.067,0.067,0.249,0.0,-2.241,5.5,,,SSE,3.698,0.42,15.795,FeatureRL,CoGrRiNa
3,2005,joint,4,0100,Greed,0,0,0,0.222,0.222,0.276,0.0,3.758,,,,SSE,3.366,3.4360000000000004,5.605,FeatureRL,CoGrRiNa
3,2005,joint,5,0101,Greed_Nash,0,0,0,0.165,0.165,0.284,0.0,2.7680000000000002,1.9609999999999999,,,SSE,3.003,7.081,2.474,FeatureRL,CoGrRiNa
3,2005,joint,6,0110,Greed_Risk,0,0,0,0.13699999999999998,0.13699999999999998,0.244,0.0,4.0569999999999995,0.8,,,SSE,3.3089999999999997,3.9739999999999998,8.687000000000001,FeatureRL,CoGrRiNa
3,2005,joint,7,0111,Greed_Risk_Nash,0,0,0,0.11599999999999999,0.11599999999999999,0.217,0.0,3.194,-0.5,2.873,,SSE,3.0260000000000002,6.834,7.126,FeatureRL,CoGrRiNa
3,2005,joint,8,1000,Coop,0,0,0,4.841,4.841,0.174,0.0,3.77,,,,SSE,6.239,-16.316,45.108000000000004,FeatureRL,CoGrRiNa
3,2005,joint,9,1001,Coop_Nash,0,0,0,0.484,0.484,0.22,0.0,0.9440000000000001,4.8580000000000005,,,SSE,4.045,-2.451,21.537,FeatureRL,CoGrRiNa
3,2005,joint,10,1010,Coop_Risk,0,0,0,0.031,0.031,0.037000000000000005,0.0,3.806,4.1339999999999995,,,SSE,6.28,-16.525,49.68600000000001,FeatureRL,CoGrRiNa
3,2005,joint,11,1011,Coop_Risk_Nash,0,0,0,0.055999999999999994,0.055999999999999994,0.24,0.0,0.711,-2.3080000000000003,5.694,,SSE,3.627,1.038,18.719,FeatureRL,CoGrRiNa
3,2005,joint,12,1100,Coop_Greed,0,0,0,0.139,0.139,0.41600000000000004,0.0,0.435,2.4530000000000003,,,SSE,3.305,4.011,8.613999999999999,FeatureRL,CoGrRiNa
3,2005,joint,13,1101,Coop_Greed_Nash,0,0,0,0.179,0.179,0.268,0.0,0.825,2.94,2.122,,SSE,2.9130000000000003,8.049,4.695,FeatureRL,CoGrRiNa
3,2005,joint,14,1110,Coop_Greed_Risk,0,0,0,0.037000000000000005,0.037000000000000005,0.873,0.0,0.226,1.136,0.235,,SSE,3.227,4.78,11.234000000000002,FeatureRL,CoGrRiNa
3,2005,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.16399999999999998,0.16399999999999998,0.161,0.0,1.311,4.372,-0.602,3.8819999999999997,SSE,2.932,7.843999999999999,9.265,FeatureRL,CoGrRiNa
30,2040,joint,1,0001,Nash,0,0,0,0.966,0.966,0.213,0.0,-0.735,,,,SSE,7.051,-20.232,52.94,FeatureRL,CoGrRiNa
30,2040,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-8.094,,,,SSE,7.369,-21.64,55.756,FeatureRL,CoGrRiNa
30,2040,joint,3,0011,Risk_Nash,0,0,0,0.231,0.231,0.128,0.0,-0.48700000000000004,-0.494,,,SSE,7.316,-21.410999999999998,59.458,FeatureRL,CoGrRiNa
30,2040,joint,4,0100,Greed,0,0,0,1.028,1.028,0.606,0.0,0.013000000000000001,,,,SSE,4.118,-3.0389999999999997,18.555,FeatureRL,CoGrRiNa
30,2040,joint,5,0101,Greed_Nash,0,0,0,0.6459999999999999,0.6459999999999999,0.742,0.0,-0.08800000000000001,-0.26,,,SSE,4.59,-6.5089999999999995,29.654,FeatureRL,CoGrRiNa
30,2040,joint,6,0110,Greed_Risk,0,0,0,0.976,0.976,0.204,0.0,0.013999999999999999,-0.6920000000000001,,,SSE,5.7,-13.425999999999998,43.488,FeatureRL,CoGrRiNa
30,2040,joint,7,0111,Greed_Risk_Nash,0,0,0,0.7,0.7,0.252,0.0,-0.174,-0.606,-0.109,,SSE,5.756,-13.738,48.27,FeatureRL,CoGrRiNa
30,2040,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,19.077,,,,SSE,7.245,-21.101,54.678999999999995,FeatureRL,CoGrRiNa
30,2040,joint,9,1001,Coop_Nash,0,0,0,3.428,3.428,0.064,0.0,5.218999999999999,-2.6489999999999996,,,SSE,6.857,-19.339000000000002,55.31399999999999,FeatureRL,CoGrRiNa
30,2040,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,19.374000000000002,-8.167,,,SSE,7.218999999999999,-20.985,58.605,FeatureRL,CoGrRiNa
30,2040,joint,11,1011,Coop_Risk_Nash,0,0,0,0.22399999999999998,0.22399999999999998,0.154,0.0,1.416,-0.405,-0.452,,SSE,7.157,-20.71,62.215,FeatureRL,CoGrRiNa
30,2040,joint,12,1100,Coop_Greed,0,0,0,1.77,1.77,0.374,0.0,1.6059999999999999,-0.122,,,SSE,3.5580000000000003,1.65,13.335,FeatureRL,CoGrRiNa
30,2040,joint,13,1101,Coop_Greed_Nash,0,0,0,2.918,2.918,0.20199999999999999,0.0,2.89,-0.7040000000000001,-1.03,,SSE,3.9389999999999996,-1.604,24.002,FeatureRL,CoGrRiNa
30,2040,joint,14,1110,Coop_Greed_Risk,0,0,0,0.723,0.723,0.319,0.0,1.104,-0.084,-0.456,,SSE,5.336,-11.312999999999999,43.42,FeatureRL,CoGrRiNa
30,2040,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.47100000000000003,0.47100000000000003,0.441,0.0,0.845,-0.16699999999999998,-0.373,-0.053,SSE,5.367000000000001,-11.502,47.958,FeatureRL,CoGrRiNa
31,2041,joint,1,0001,Nash,0,0,0,0.22399999999999998,0.22399999999999998,1.429,0.0,0.8490000000000001,,,,SSE,4.707,-7.395,27.266,FeatureRL,CoGrRiNa
31,2041,joint,2,0010,Risk,0,0,0,0.5,0.5,0.281,0.0,2.0180000000000002,,,,SSE,5.922000000000001,-14.69,41.857,FeatureRL,CoGrRiNa
31,2041,joint,3,0011,Risk_Nash,0,0,0,0.65,0.65,0.22699999999999998,0.0,0.9490000000000001,4.0969999999999995,,,SSE,4.573,-6.478,29.592,FeatureRL,CoGrRiNa
31,2041,joint,4,0100,Greed,0,0,0,3.167,3.167,0.068,0.0,11.620999999999999,,,,SSE,5.048,-9.587,31.65,FeatureRL,CoGrRiNa
31,2041,joint,5,0101,Greed_Nash,0,0,0,0.92,0.92,0.249,0.0,1.9709999999999999,3.786,,,SSE,3.903,-1.4240000000000002,19.484,FeatureRL,CoGrRiNa
31,2041,joint,6,0110,Greed_Risk,0,0,0,1.9240000000000002,1.9240000000000002,0.121,0.0,7.242000000000001,5.904,,,SSE,3.383,3.1060000000000003,10.424000000000001,FeatureRL,CoGrRiNa
31,2041,joint,7,0111,Greed_Risk_Nash,0,0,0,0.469,0.469,0.369,0.0,1.845,1.426,1.3259999999999998,,SSE,3.363,3.24,14.314,FeatureRL,CoGrRiNa
31,2041,joint,8,1000,Coop,0,0,0,0.01,0.01,0.015,0.0,19.904,,,,SSE,6.945,-19.749000000000002,51.974,FeatureRL,CoGrRiNa
31,2041,joint,9,1001,Coop_Nash,0,0,0,2.8089999999999997,2.8089999999999997,0.131,0.0,5.984,9.318999999999999,,,SSE,4.252,-4.047,24.729,FeatureRL,CoGrRiNa
31,2041,joint,10,1010,Coop_Risk,0,0,0,0.47100000000000003,0.47100000000000003,0.325,0.0,1.5090000000000001,1.776,,,SSE,5.528,-12.443,41.522,FeatureRL,CoGrRiNa
31,2041,joint,11,1011,Coop_Risk_Nash,0,0,0,0.509,0.509,0.335,0.0,1.6130000000000002,0.736,2.763,,SSE,4.1160000000000005,-3.0060000000000002,26.807,FeatureRL,CoGrRiNa
31,2041,joint,12,1100,Coop_Greed,0,0,0,0.8420000000000001,0.8420000000000001,0.271,0.0,2.102,2.9539999999999997,,,SSE,4.659,-6.971,30.578000000000003,FeatureRL,CoGrRiNa
31,2041,joint,13,1101,Coop_Greed_Nash,0,0,0,0.632,0.632,0.397,0.0,1.44,1.114,2.32,,SSE,3.515,2.042,16.71,FeatureRL,CoGrRiNa
31,2041,joint,14,1110,Coop_Greed_Risk,0,0,0,2.028,2.028,0.129,0.0,4.791,6.68,5.354,,SSE,2.846,8.794,3.2060000000000004,FeatureRL,CoGrRiNa
31,2041,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.8079999999999999,0.8079999999999999,0.242,0.0,2.263,2.786,2.2030000000000003,1.973,SSE,2.872,8.504,7.945,FeatureRL,CoGrRiNa
32,2042,joint,1,0001,Nash,0,0,0,0.44799999999999995,0.44799999999999995,0.226,0.0,3.233,,,,SSE,5.486000000000001,-12.212,36.900999999999996,FeatureRL,CoGrRiNa
32,2042,joint,2,0010,Risk,0,0,0,0.574,0.574,0.022000000000000002,0.0,9.377,,,,SSE,6.771,-18.94,50.357,FeatureRL,CoGrRiNa
32,2042,joint,3,0011,Risk_Nash,0,0,0,0.154,0.154,0.28,0.0,-0.856,3.26,,,SSE,5.382999999999999,-11.603,39.842,FeatureRL,CoGrRiNa
32,2042,joint,4,0100,Greed,0,0,0,0.35200000000000004,0.35200000000000004,0.252,0.0,3.3110000000000004,,,,SSE,4.6819999999999995,-7.148,26.773000000000003,FeatureRL,CoGrRiNa
32,2042,joint,5,0101,Greed_Nash,0,0,0,0.326,0.326,0.244,0.0,2.735,1.5619999999999998,,,SSE,4.433,-5.41,27.456,FeatureRL,CoGrRiNa
32,2042,joint,6,0110,Greed_Risk,0,0,0,0.282,0.282,0.245,0.0,3.405,1.1,,,SSE,4.516,-5.995,28.625,FeatureRL,CoGrRiNa
32,2042,joint,7,0111,Greed_Risk_Nash,0,0,0,0.252,0.252,0.233,0.0,3.0,0.5720000000000001,1.278,,SSE,4.4319999999999995,-5.4,31.594,FeatureRL,CoGrRiNa
32,2042,joint,8,1000,Coop,0,0,0,0.01,0.01,0.012,0.0,19.46,,,,SSE,6.711,-18.651,49.778999999999996,FeatureRL,CoGrRiNa
32,2042,joint,9,1001,Coop_Nash,0,0,0,1.206,1.206,0.111,0.0,2.8360000000000003,6.526,,,SSE,5.221,-10.620999999999999,37.876999999999995,FeatureRL,CoGrRiNa
32,2042,joint,10,1010,Coop_Risk,0,0,0,0.14800000000000002,0.14800000000000002,0.086,0.0,2.917,2.464,,,SSE,6.54,-17.827,52.29,FeatureRL,CoGrRiNa
32,2042,joint,11,1011,Coop_Risk_Nash,0,0,0,0.18600000000000003,0.18600000000000003,0.26,0.0,0.995,-0.89,3.428,,SSE,5.1739999999999995,-10.325999999999999,41.446000000000005,FeatureRL,CoGrRiNa
32,2042,joint,12,1100,Coop_Greed,0,0,0,0.483,0.483,0.213,0.0,1.6230000000000002,4.015,,,SSE,4.408,-5.2,27.035999999999998,FeatureRL,CoGrRiNa
32,2042,joint,13,1101,Coop_Greed_Nash,0,0,0,0.14800000000000002,0.14800000000000002,0.618,0.0,0.512,1.094,0.5770000000000001,,SSE,4.175,-3.463,27.72,FeatureRL,CoGrRiNa
32,2042,joint,14,1110,Coop_Greed_Risk,0,0,0,0.27899999999999997,0.27899999999999997,0.267,0.0,1.104,3.1189999999999998,0.9009999999999999,,SSE,4.292,-4.349,29.493000000000002,FeatureRL,CoGrRiNa
32,2042,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.344,0.344,0.185,0.0,1.541,3.758,0.609,1.548,SSE,4.209,-3.722,32.398,FeatureRL,CoGrRiNa
33,2044,joint,1,0001,Nash,0,0,0,0.996,0.996,0.163,0.0,3.287,,,,SSE,7.961,-24.113000000000003,60.702,FeatureRL,CoGrRiNa
33,2044,joint,2,0010,Risk,0,0,0,0.01,0.01,0.016,0.0,-19.983,,,,SSE,8.285,-25.39,63.257,FeatureRL,CoGrRiNa
33,2044,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.084,0.0,-16.919,19.995,,,SSE,6.244,-16.342,49.32,FeatureRL,CoGrRiNa
33,2044,joint,4,0100,Greed,0,0,0,0.363,0.363,0.405,0.0,3.383,,,,SSE,4.229,-3.8789999999999996,20.234,FeatureRL,CoGrRiNa
33,2044,joint,5,0101,Greed_Nash,0,0,0,0.271,0.271,0.41700000000000004,0.0,4.032,-1.436,,,SSE,3.907,-1.347,19.329,FeatureRL,CoGrRiNa
33,2044,joint,6,0110,Greed_Risk,0,0,0,0.38,0.38,0.182,0.0,6.848,-2.471,,,SSE,4.218999999999999,-3.8,24.235,FeatureRL,CoGrRiNa
33,2044,joint,7,0111,Greed_Risk_Nash,0,0,0,0.16899999999999998,0.16899999999999998,0.327,0.0,4.184,-0.828,-0.8240000000000001,,SSE,4.185,-3.5460000000000003,27.886,FeatureRL,CoGrRiNa
33,2044,joint,8,1000,Coop,0,0,0,0.9440000000000001,0.9440000000000001,0.373,0.0,1.121,,,,SSE,8.413,-25.883000000000003,64.243,FeatureRL,CoGrRiNa
33,2044,joint,9,1001,Coop_Nash,0,0,0,2.137,2.137,0.114,0.0,3.5069999999999997,4.8660000000000005,,,SSE,7.675,-22.945,62.526,FeatureRL,CoGrRiNa
33,2044,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.016,0.0,12.845,-19.980999999999998,,,SSE,8.13,-24.789,66.214,FeatureRL,CoGrRiNa
33,2044,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.08199999999999999,0.0,2.241,-16.855999999999998,19.991,,SSE,6.148,-15.847000000000001,52.486999999999995,FeatureRL,CoGrRiNa
33,2044,joint,12,1100,Coop_Greed,0,0,0,0.452,0.452,0.364,0.0,0.996,3.827,,,SSE,3.998,-2.077,20.789,FeatureRL,CoGrRiNa
33,2044,joint,13,1101,Coop_Greed_Nash,0,0,0,0.317,0.317,0.467,0.0,1.099,4.184,-1.7790000000000001,,SSE,3.488,2.292,16.211,FeatureRL,CoGrRiNa
33,2044,joint,14,1110,Coop_Greed_Risk,0,0,0,0.28600000000000003,0.28600000000000003,0.326,0.0,1.167,4.093999999999999,-1.5919999999999999,,SSE,3.9410000000000003,-1.618,24.03,FeatureRL,CoGrRiNa
33,2044,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.201,0.201,0.381,0.0,1.084,4.17,-0.588,-1.3130000000000002,SSE,3.873,-1.055,27.063000000000002,FeatureRL,CoGrRiNa
34,2045,joint,1,0001,Nash,0,0,0,0.45399999999999996,0.45399999999999996,0.391,0.0,3.0660000000000003,,,,SSE,9.351,-29.264,71.005,FeatureRL,CoGrRiNa
34,2045,joint,2,0010,Risk,0,0,0,0.251,0.251,0.395,0.0,4.023,,,,SSE,6.686,-18.53,49.537,FeatureRL,CoGrRiNa
34,2045,joint,3,0011,Risk_Nash,0,0,0,0.29100000000000004,0.29100000000000004,0.373,0.0,3.9589999999999996,1.2209999999999999,,,SSE,6.376,-17.008,50.652,FeatureRL,CoGrRiNa
34,2045,joint,4,0100,Greed,0,0,0,0.01,0.01,0.01,0.0,19.921,,,,SSE,12.065,-37.419000000000004,87.315,FeatureRL,CoGrRiNa
34,2045,joint,5,0101,Greed_Nash,0,0,0,0.115,0.115,0.184,0.0,-2.9989999999999997,7.829,,,SSE,9.158,-28.596999999999998,73.83,FeatureRL,CoGrRiNa
34,2045,joint,6,0110,Greed_Risk,0,0,0,0.11199999999999999,0.11199999999999999,0.29100000000000004,0.0,1.021,4.862,,,SSE,6.682,-18.509,53.653999999999996,FeatureRL,CoGrRiNa
34,2045,joint,7,0111,Greed_Risk_Nash,0,0,0,0.184,0.184,0.31,0.0,0.9359999999999999,4.716,0.385,,SSE,6.541,-17.826,56.446000000000005,FeatureRL,CoGrRiNa
34,2045,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,14.94,,,,SSE,12.135,-37.607,87.69,FeatureRL,CoGrRiNa
34,2045,joint,9,1001,Coop_Nash,0,0,0,0.49,0.49,0.41100000000000003,0.0,0.569,3.109,,,SSE,9.196,-28.730999999999998,74.097,FeatureRL,CoGrRiNa
34,2045,joint,10,1010,Coop_Risk,0,0,0,0.46799999999999997,0.46799999999999997,1.263,0.0,3.113,5.501,,,SSE,6.327000000000001,-16.816,50.268,FeatureRL,CoGrRiNa
34,2045,joint,11,1011,Coop_Risk_Nash,0,0,0,0.536,0.536,0.273,0.0,1.831,6.47,1.864,,SSE,6.108,-15.639000000000001,52.071999999999996,FeatureRL,CoGrRiNa
34,2045,joint,12,1100,Coop_Greed,0,0,0,0.01,0.01,0.01,0.0,14.997,19.934,,,SSE,11.975,-37.181999999999995,91.0,FeatureRL,CoGrRiNa
34,2045,joint,13,1101,Coop_Greed_Nash,0,0,0,0.08900000000000001,0.08900000000000001,0.29,0.0,0.62,-1.855,4.974,,SSE,9.07,-28.291999999999998,77.37899999999999,FeatureRL,CoGrRiNa
34,2045,joint,14,1110,Coop_Greed_Risk,0,0,0,0.19,0.19,0.251,0.0,1.0090000000000001,1.095,5.831,,SSE,6.574,-17.993,56.78,FeatureRL,CoGrRiNa
34,2045,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.18899999999999997,0.18899999999999997,0.369,0.0,0.809,0.757,4.18,0.322,SSE,6.393,-17.098,59.148999999999994,FeatureRL,CoGrRiNa
35,2046,joint,1,0001,Nash,0,0,0,0.451,0.451,0.203,0.0,2.741,,,,SSE,8.713,-27.511999999999997,67.5,FeatureRL,CoGrRiNa
35,2046,joint,2,0010,Risk,0,0,0,0.439,0.439,0.149,0.0,-0.451,,,,SSE,9.365,-29.664,71.804,FeatureRL,CoGrRiNa
35,2046,joint,3,0011,Risk_Nash,0,0,0,0.214,0.214,0.29600000000000004,0.0,-1.9040000000000001,3.31,,,SSE,8.027000000000001,-24.96,66.556,FeatureRL,CoGrRiNa
35,2046,joint,4,0100,Greed,0,0,0,0.136,0.136,0.7240000000000001,0.0,1.636,,,,SSE,5.747999999999999,-15.015,42.507,FeatureRL,CoGrRiNa
35,2046,joint,5,0101,Greed_Nash,0,0,0,0.384,0.384,0.175,0.0,7.122999999999999,-1.166,,,SSE,5.716,-15.0,46.636,FeatureRL,CoGrRiNa
35,2046,joint,6,0110,Greed_Risk,0,0,0,0.315,0.315,0.344,0.0,3.531,-0.203,,,SSE,5.506,-13.743,44.122,FeatureRL,CoGrRiNa
35,2046,joint,7,0111,Greed_Risk_Nash,0,0,0,0.215,0.215,0.337,0.0,3.983,0.40399999999999997,-1.0290000000000001,,SSE,5.553,-14.151,49.096000000000004,FeatureRL,CoGrRiNa
35,2046,joint,8,1000,Coop,0,0,0,0.321,0.321,0.262,0.0,2.708,,,,SSE,8.107000000000001,-24.7,61.876999999999995,FeatureRL,CoGrRiNa
35,2046,joint,9,1001,Coop_Nash,0,0,0,0.573,0.573,0.239,0.0,3.488,2.707,,,SSE,7.197,-20.889,58.413000000000004,FeatureRL,CoGrRiNa
35,2046,joint,10,1010,Coop_Risk,0,0,0,0.284,0.284,0.253,0.0,2.727,-0.293,,,SSE,7.962000000000001,-24.123,64.882,FeatureRL,CoGrRiNa
35,2046,joint,11,1011,Coop_Risk_Nash,0,0,0,0.136,0.136,0.594,0.0,1.2590000000000001,-0.8340000000000001,1.618,,SSE,6.645,-18.338,57.468999999999994,FeatureRL,CoGrRiNa
35,2046,joint,12,1100,Coop_Greed,0,0,0,0.359,0.359,0.434,0.0,2.44,3.326,,,SSE,4.167,-3.403,23.441,FeatureRL,CoGrRiNa
35,2046,joint,13,1101,Coop_Greed_Nash,0,0,0,0.14400000000000002,0.14400000000000002,0.774,0.0,1.3,1.9340000000000002,-0.308,,SSE,4.113,-2.983,26.76,FeatureRL,CoGrRiNa
