sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,cost_type,SSE,LL,BIC
153,5007,joint,4,0100,Greed,0,0,0,0.488,0.488,0.201,0.0,2.4530000000000003,,,,SSE,13.222999999999999,-36.339,87.234
153,5007,joint,5,0101,Greed_Nash,0,0,0,0.632,0.632,0.344,0.0,1.3230000000000002,1.199,,,SSE,10.825999999999999,-23.543000000000003,66.495
153,5007,joint,6,0110,Greed_Risk,0,0,0,0.7070000000000001,0.7070000000000001,0.33799999999999997,0.0,1.6680000000000001,0.7040000000000001,,,SSE,9.646,-16.154,51.716
153,5007,joint,7,0111,Greed_Risk_Nash,0,0,0,0.861,0.861,0.263,0.0,1.63,0.115,2.02,,SSE,8.074,-4.7669999999999995,33.795
153,5007,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,4.822,,,,SSE,15.2,-45.257,105.07
153,5007,joint,9,1001,Coop_Nash,0,0,0,0.495,0.495,1.341,0.0,-0.022000000000000002,0.6859999999999999,,,SSE,9.564,-15.607000000000001,50.623000000000005
153,5007,joint,10,1010,Coop_Risk,0,0,0,1.954,1.954,0.162,0.0,0.253,2.16,,,SSE,11.682,-28.412,76.23100000000001
153,5007,joint,11,1011,Coop_Risk_Nash,0,0,0,0.49,0.49,0.8109999999999999,0.0,0.037000000000000005,0.03,1.094,,SSE,7.641,-1.239,26.739
153,5007,joint,12,1100,Coop_Greed,0,0,0,0.365,0.365,0.233,0.0,0.212,2.065,,,SSE,13.350999999999999,-36.955999999999996,93.319
153,5007,joint,13,1101,Coop_Greed_Nash,0,0,0,0.754,0.754,0.271,0.0,0.09699999999999999,1.673,1.371,,SSE,11.015,-24.651,73.562
153,5007,joint,14,1110,Coop_Greed_Risk,0,0,0,0.773,0.773,0.32299999999999995,0.0,0.1,1.7409999999999999,0.742,,SSE,9.558,-15.565999999999999,55.391000000000005
153,5007,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,1.177,1.177,0.19899999999999998,0.0,0.174,2.2680000000000002,0.285,2.401,SSE,7.999,-4.1739999999999995,37.461
154,5008,joint,1,0001,Nash,0,0,0,1.258,1.258,0.309,0.0,3.662,,,,SSE,8.662,-9.269,33.094
